1		I		0		9139
2		P		120		7081
3		B		40		3460
4		B		80		3932
5		P		240		6093
6		B		160		3710
7		B		200		3409
8		P		360		5171
9		B		280		3756
10		B		320		3771
11		I		480		9424
12		B		400		3372
13		B		440		3017
14		P		600		6090
15		B		520		3018
16		B		560		3388
17		P		720		5134
18		B		640		2663
19		B		680		2982
20		P		840		5930
21		B		760		3405
22		B		800		3214
23		I		960		9241
24		B		880		2981
25		B		920		2513
26		P		1080		6369
27		B		1000		3538
28		B		1040		3750
29		P		1200		5733
30		B		1120		3395
31		B		1160		3564
32		P		1320		5875
33		B		1240		3641
34		B		1280		3641
35		I		1440		9323
36		B		1360		4762
37		B		1400		4698
38		P		1560		5823
39		B		1480		3386
40		B		1520		3397
41		P		1680		6063
42		B		1600		4422
43		B		1640		4601
44		P		1800		5958
45		B		1720		3990
46		B		1760		4197
47		I		1920		9164
48		B		1840		4447
49		B		1880		4523
50		P		2040		6001
51		B		1960		4936
52		B		2000		4774
53		P		2160		5954
54		B		2080		4506
55		B		2120		4385
56		P		2280		6063
57		B		2200		4678
58		B		2240		4743
59		I		2400		9475
60		B		2320		4753
61		B		2360		4992
62		P		2520		6264
63		B		2440		5011
64		B		2480		4944
65		P		2640		5976
66		B		2560		4628
67		B		2600		4774
68		P		2760		5798
69		B		2680		4861
70		B		2720		4883
71		I		2880		9019
72		B		2800		4932
73		B		2840		4475
74		P		3000		5678
75		B		2920		4295
76		B		2960		4359
77		P		3120		5669
78		B		3040		4467
79		B		3080		4386
80		P		3240		5420
81		B		3160		4127
82		B		3200		4136
83		I		3360		9137
84		B		3280		4265
85		B		3320		4196
86		P		3480		5599
87		B		3400		4179
88		B		3440		4029
89		P		3600		5897
90		B		3520		3751
91		B		3560		3848
92		P		3720		5782
93		B		3640		3856
94		B		3680		3971
95		I		3840		9089
96		B		3760		4296
97		B		3800		4324
98		P		3960		5752
99		B		3880		3422
100		B		3920		3686
101		P		4080		5523
102		B		4000		4193
103		B		4040		4547
104		P		4200		5724
105		B		4120		4548
106		B		4160		3972
107		I		4320		9000
108		B		4240		3842
109		B		4280		4162
110		P		4440		5598
111		B		4360		4453
112		B		4400		4083
113		P		4560		5604
114		B		4480		4023
115		B		4520		4371
116		P		4680		5547
117		B		4600		4680
118		B		4640		4388
119		I		4800		8973
120		B		4720		4132
121		B		4760		4555
122		P		4920		5806
123		B		4840		4568
124		B		4880		4386
125		P		5040		5545
126		B		4960		4526
127		B		5000		4467
128		P		5160		5531
129		B		5080		4765
130		B		5120		4686
131		I		5280		8766
132		B		5200		5008
133		B		5240		4780
134		P		5400		5495
135		B		5320		4709
136		B		5360		4555
137		P		5520		5628
138		B		5440		4646
139		B		5480		4704
140		P		5640		5396
141		B		5560		4126
142		B		5600		4240
143		I		5760		8416
144		B		5680		4794
145		B		5720		4662
146		P		5880		5490
147		B		5800		4523
148		B		5840		4660
149		P		6000		5430
150		B		5920		4493
151		B		5960		4273
152		P		6120		5645
153		B		6040		4566
154		B		6080		4541
155		I		6240		8307
156		B		6160		4502
157		B		6200		4367
158		P		6360		5460
159		B		6280		4249
160		B		6320		4446
161		P		6480		5677
162		B		6400		4552
163		B		6440		4589
164		P		6600		5627
165		B		6520		4713
166		B		6560		4534
167		I		6720		8173
168		B		6640		4451
169		B		6680		4395
170		P		6840		5494
171		B		6760		4565
172		B		6800		4628
173		P		6960		5467
